X,Y,Topography,Grav,Mag
670450,1628460,599.9707845,-76.10502291,-21.69846725
671650,1628460,598.6298014,-75.98674364,-23.12267876
672850,1628460,591.6104533,-75.98596392,-69.72637177
674050,1628460,583.9336243,-75.5734427,-69.71620178
675250,1628460,576.8873901,-75.00083966,-62.86947632
676450,1628460,568.2564494,-74.2223464,-44.08063507
677650,1628460,561.710022,-73.79468274,-36.35688019
678850,1628460,570.8122355,-73.53743529,-46.94219971
680050,1628460,574.8529867,-72.97726355,-49.92385864
681250,1628460,581.0813497,-73.58977499,-65.93169403
682450,1628460,588.2621663,-73.6225842,-64.16625977
683650,1628460,586.8976237,-73.78867769,-72.00608063
684850,1628460,598.2102865,-74.38440466,-64.82096863
686050,1628460,623.170634,-75.08191218,-37.93903351
687250,1628460,665.270813,-74.85705318,-13.37009239
688450,1628460,710.2409363,-75.17881656,-9.314988136
689650,1628460,665.8236084,-75.1007093,-14.62707901
690850,1628460,633.9515177,-74.99011354,-19.80879211
692050,1628460,634.0602417,-74.9285399,9.257570267
693250,1628460,679.4969381,-74.49349246,8.975669861
694450,1628460,660.276886,-73.99959769,-23.57670212
695650,1628460,632.1576436,-74.25913205,-22.86711884
696850,1628460,649.5200907,-74.62980509,-4.045791626
698050,1628460,603.5939636,-74.23942218,17.32408333
699250,1628460,578.5913188,-73.98509116,60.94715881
700450,1628460,568.6767171,-74.12839293,37.57893372
701650,1628460,558.940094,-74.15339627,32.80969238
702850,1628460,552.937856,-74.02594309,21.19297218
704050,1628460,544.1392822,-73.92378178,14.15944099
705250,1628460,561.7648214,-74.24860506,-8.747971535
706450,1628460,561.1361694,-74.2650157,-61.52753448
707650,1628460,564.523173,-74.23136673,-95.6388092
708850,1628460,536.3585917,-74.04862409,-77.12033844
710050,1628460,504.6266836,-74.51767912,-34.4516449
711250,1628460,499.1605123,-75.03510995,-78.00617218
712450,1628460,492.5508728,-75.11131597,-74.35787964
713650,1628460,488.0703074,-75.4388763,-115.9899979
714850,1628460,485.4309336,-75.81573014,-95.65167999
716050,1628460,482.1356608,-76.26283402,-85.45748138
717250,1628460,479.0390778,-76.70487413,-96.3603363
718450,1628460,477.2004191,-76.93598022,-86.6618042
719650,1628460,468.3391113,-77.00113506,-63.33455658
720850,1628460,463.3662872,-77.50201664,-31.86789322
722050,1628460,467.0514425,-77.90940475,-33.50934601
723250,1628460,471.9072673,-78.74702873,-101.867485
724450,1628460,472.694514,-79.73307238,-81.75422668
725650,1628460,473.6013692,-80.00422711,-52.45320892
726850,1628460,478.8279928,-80.39368205,-37.26524353
728050,1628460,481.4294027,-80.96461082,-31.56221771
729250,1628460,475.0394847,-80.65767336,-55.18864441
730450,1628460,471.9552663,-80.0779789,-42.31484222
731650,1628460,476.6469014,-80.05938525,-59.25736237
732850,1628460,484.2687429,-79.123037,-51.05632019
734050,1628460,488.4964854,-78.18791547,-55.35020447
735250,1628460,487.1091563,-77.39236813,-54.05664825
736450,1628460,487.6471202,-77.00213838,-22.49388695
737650,1628460,490.5898692,-76.58009219,-35.64715958
738850,1628460,492.962677,-75.87543268,-36.6125412
740050,1628460,495.6911825,-75.39511361,-32.46168518
741250,1628460,491.0110474,-74.77896628,-49.71650696
742450,1628460,477.6474508,-74.55121741,-65.01377106
743650,1628460,469.0333608,-73.38683314,-56.50254059
744850,1628460,458.865214,-74.55921569,27.45465279
746050,1628460,445.135732,-73.33055415,24.10049629
747250,1628460,450.9087219,-74.573736,23.5111599
748450,1628460,462.8820699,-76.20430751,47.72904205
749650,1628460,469.8188833,-77.75840888,45.58152008
750850,1628460,477.8037465,-79.04257898,76.53400421
752050,1628460,483.8910573,-79.40757675,30.327631
753250,1628460,478.1046346,-80.55386539,33.01515961
754450,1628460,468.8588003,-81.66021557,44.80180359
755650,1628460,456.4196218,-83.15657787,5.090776443
756850,1628460,447.1675262,-85.07127094,-19.22779846
758050,1628460,440.0205943,-86.67477241,-25.84396744
759250,1628460,432.1573435,-87.41904325,-34.22320557
760450,1628460,427.4507599,-88.1987268,-39.76142883
761650,1628460,422.9118805,-88.94405327,-52.60411835
762850,1628460,414.2434591,-86.18043509,-64.47450256
764050,1628460,407.147466,-85.13796296,-72.46733093
765250,1628460,395.4033712,-87.16673312,-53.23934937
766450,1628460,388.058548,-87.70920434,-36.6276207
767650,1628460,382.0151723,-87.37224207,-81.99337006
768850,1628460,376.8305054,-86.99396825,-86.47342682
770050,1628460,371.4366455,-86.98109341,-81.30466461
771250,1628460,364.6674703,-88.74371552,-101.0919495
772450,1628460,360.1323446,-89.25352397,-63.99101257
773650,1628460,357.7924906,-90.53758726,-59.61610413
774850,1628460,352.6000417,-91.3526216,-51.96483612
776050,1628460,347.1699931,-91.17581339,-23.7904911
777250,1628460,345.0939178,-90.8287878,-12.53206635
778450,1628460,341.1912333,-90.79247341,12.27950287
779650,1628460,335.2849172,-91.4383378,-62.36553955
780850,1628460,332.3503062,-91.98478494,-63.93321991
782050,1628460,335.9623006,-91.82806396,-45.05303955
783250,1628460,336.2586416,-91.44891658,-40.56343079
784450,1628460,335.8613536,-91.75332131,-28.79385757
785650,1628460,336.0603485,-92.3347888,0.841962814
786850,1628460,337.3450012,-93.15767164,-0.864105225
788050,1628460,335.9887543,-93.29490476,-40.14933014
789250,1628460,349.7110392,-94.14310975,-100.8222656
790450,1628460,350.1851044,-95.0499732,-84.73465729
791650,1628460,342.4903615,-95.04663196,-88.22483063
792850,1628460,335.7311605,-95.00308928,-90.65547943
794050,1628460,329.3367157,-95.4067349,-62.33911896
608050,1629660,670.5629578,-91.91200705,-70.51365662
609250,1629660,651.2795003,-92.54758859,-69.73943329
610450,1629660,635.4273376,-92.4099648,-43.79232788
611650,1629660,625.4236348,-91.81126571,-48.5014534
612850,1629660,618.8476868,-91.76988497,-53.50235748
614050,1629660,617.897522,-91.47978506,-52.89252472
615250,1629660,620.9143066,-90.84035187,-50.9491806
616450,1629660,618.7205607,-89.28737974,-54.42936707
617650,1629660,611.685496,-86.69766359,-74.63655853
618850,1629660,600.1000163,-85.50851169,-15.93291473
620050,1629660,590.0088298,-85.47330389,94.83023834
621250,1629660,577.2020264,-85.62383361,104.8553848
622450,1629660,573.0225627,-85.37031875,77.56755829
623650,1629660,575.826121,-84.57501163,33.9105835
624850,1629660,581.1754862,-83.13201804,39.13890839
626050,1629660,589.6175435,-79.62152524,175.3307648
627250,1629660,597.5383911,-77.4252512,80.45487213
628450,1629660,601.0042725,-78.29248896,-38.28290176
629650,1629660,598.3140361,-80.64275799,-39.52257538
630850,1629660,589.907135,-81.69830074,-42.14383698
632050,1629660,598.460144,-82.3029108,-14.36429596
633250,1629660,606.7063802,-82.79304338,-98.88462067
634450,1629660,614.2676493,-83.05416613,-80.97164154
635650,1629660,619.0661112,-81.35642061,-84.89394379
636850,1629660,613.3464355,-80.8159255,-80.30825806
638050,1629660,612.2386068,-81.87324319,-71.70223236
639250,1629660,618.4172668,-84.17372799,-67.02799225
640450,1629660,627.0200399,-86.00314503,-60.63562012
641650,1629660,638.0430298,-87.05440164,-55.14465332
642850,1629660,649.3016968,-87.45137854,-47.15997314
644050,1629660,654.899943,-87.14263024,-39.21813965
645250,1629660,657.9012858,-86.37204871,-30.56297302
646450,1629660,663.6852824,-85.50701995,-26.74030876
647650,1629660,673.5017598,-84.6832159,-13.74992085
648850,1629660,681.1201782,-84.03675971,-38.67223358
650050,1629660,685.6754659,-83.97297506,-60.94103241
651250,1629660,695.1557007,-84.02235308,-54.01390076
652450,1629660,698.3381144,-83.85594625,-47.35215759
653650,1629660,702.1290588,-83.23310399,-25.64222336
654850,1629660,680.1378377,-82.33023267,-39.84654999
656050,1629660,667.6230774,-81.31684737,-27.25619125
657250,1629660,657.7371521,-80.90714459,-24.76568985
658450,1629660,649.1277262,-80.14912062,-29.91429901
659650,1629660,640.3214518,-79.85150671,-18.39647484
660850,1629660,634.5625509,-78.94498644,-16.73465538
662050,1629660,628.696818,-77.95109558,-7.907926559
663250,1629660,625.8337199,-77.96193414,42.11380768
664450,1629660,619.0338135,-77.99161367,-77.43077087
665650,1629660,611.0956828,-78.01862497,-62.48292542
666850,1629660,607.5258586,-78.02834935,-74.40504456
668050,1629660,608.7168376,-77.54780297,-82.9460907
669250,1629660,606.7456868,-75.96059823,-81.96135712
670450,1629660,600.6001383,-75.88728294,-71.3510437
671650,1629660,593.9518331,-76.01617393,-78.43022919
672850,1629660,589.3454488,-76.15755835,-50.49723816
674050,1629660,582.7162781,-75.85399303,-44.59906006
675250,1629660,571.3701477,-74.8832921,-26.91362381
676450,1629660,563.588501,-74.4911973,-32.47764969
677650,1629660,558.9032288,-74.10004873,-54.31147766
678850,1629660,564.8148702,-73.87457514,-68.75584412
680050,1629660,566.9417521,-74.09134274,-68.27082062
681250,1629660,577.0274862,-74.3791925,-64.16972351
682450,1629660,580.8776957,-74.63481913,-88.24414825
683650,1629660,579.6746114,-75.0405304,-72.86356354
684850,1629660,583.1574809,-75.71368556,-44.7957077
686050,1629660,656.2640483,-76.62808414,-46.38538361
687250,1629660,741.6423442,-76.23326564,-48.30413818
688450,1629660,752.733724,-76.03590941,-44.01106262
689650,1629660,698.6145426,-75.93083715,-32.71459198
690850,1629660,674.4752401,-75.78657756,2.004934311
692050,1629660,648.0192973,-75.51827087,11.53092384
693250,1629660,631.5013733,-75.03861957,26.32628441
694450,1629660,598.5270386,-74.73692617,54.3629837
695650,1629660,595.1286825,-75.34136662,29.60580635
696850,1629660,613.4557393,-75.98135047,-13.62144279
698050,1629660,577.5120138,-74.98453341,-4.92609024
699250,1629660,569.4247945,-74.05788789,-5.422225952
700450,1629660,563.321818,-74.32514124,-14.39613342
701650,1629660,573.3009237,-74.4636776,5.735933304
702850,1629660,562.4862773,-74.55770302,-17.43922424
704050,1629660,538.5775655,-74.86144085,-20.4046154
705250,1629660,547.717865,-74.93633542,-52.92229462
706450,1629660,561.2493896,-74.7273016,-76.72157288
707650,1629660,548.6740417,-74.51008959,-60.44303131
708850,1629660,522.3507385,-74.4296793,-48.20624924
710050,1629660,507.4468384,-74.81838093,-123.7144241
711250,1629660,499.8292745,-75.02958283,-99.8312912
712450,1629660,492.8585052,-75.03060732,-44.18675613
713650,1629660,486.6805623,-75.34179997,-92.91522217
714850,1629660,481.1409302,-76.25454979,-107.9396744
716050,1629660,477.8807983,-76.87599039,-122.3848801
717250,1629660,474.9585063,-77.36733818,-117.3982086
718450,1629660,470.4753469,-77.51277905,-75.04125977
719650,1629660,465.3333486,-77.55482168,-74.37901306
720850,1629660,461.6523387,-77.81828909,-68.87502289
722050,1629660,464.2240753,-78.35458159,-77.81786346
723250,1629660,467.8445638,-79.36365705,-64.86118317
724450,1629660,467.4143372,-80.43106575,-73.66934204
725650,1629660,472.6503601,-80.67878022,-58.38256073
726850,1629660,478.4085592,-80.8475821,-53.21772766
728050,1629660,479.0310516,-80.37319417,-69.59983826
729250,1629660,472.2304179,-80.08214269,-35.78904724
730450,1629660,471.3109894,-79.95368772,-24.58129692
731650,1629660,478.5730082,-79.80734944,-35.75786972
732850,1629660,481.6758525,-79.08413887,-99.92935181
734050,1629660,481.6647593,-78.20985951,-92.77838898
735250,1629660,480.7194824,-77.30783854,-72.45359039
736450,1629660,483.1736298,-76.71112738,-42.33978271
737650,1629660,487.1872762,-76.02341409,-16.70057869
738850,1629660,490.8672841,-75.21246996,8.476219177
740050,1629660,493.8064575,-74.39235706,-41.18517303
741250,1629660,491.4587097,-73.65168281,-20.54878426
742450,1629660,478.401123,-73.59933281,-18.60017395
743650,1629660,467.0765076,-73.3351285,-46.30108643
744850,1629660,457.1717326,-73.30267091,-31.65803528
746050,1629660,443.7909597,-73.58109903,-33.87168884
747250,1629660,446.6247915,-74.35862126,-56.3727951
748450,1629660,457.3573405,-76.50531001,-47.11354065
749650,1629660,461.8277079,-78.42226682,-25.52250671
750850,1629660,470.3083598,-79.75899873,10.92459869
752050,1629660,478.4993134,-79.98129649,142.0707855
753250,1629660,475.8302867,-80.18410435,48.07266998
754450,1629660,467.8631592,-81.13138008,7.785751343
755650,1629660,459.8165843,-82.75406246,13.14947128
756850,1629660,451.8249664,-84.26828938,-4.551686287
758050,1629660,442.7084503,-85.82891889,-20.47962379
759250,1629660,433.3670858,-86.45348516,-49.29759216
760450,1629660,426.4981028,-88.00935068,-62.58326721
761650,1629660,419.5507304,-88.97780843,-55.01189423
762850,1629660,411.9624176,-85.4809,-65.87368774
764050,1629660,405.1883291,-85.07605109,-15.2518034
765250,1629660,396.7158559,-87.67654953,-41.96839142
766450,1629660,390.3778483,-87.10169573,-64.29654694
767650,1629660,383.1193542,-87.00592856,-91.73200989
768850,1629660,376.7439067,-87.03058591,-71.43881226
770050,1629660,370.0122223,-87.22429581,-75.62023163
771250,1629660,366.1661072,-88.11381831,-81.81668854
772450,1629660,363.6944427,-88.81106272,-120.3011093
773650,1629660,364.2913666,-90.12657208,-148.0895538
774850,1629660,357.5675354,-90.37623315,-137.8243408
776050,1629660,350.952596,-90.13894849,-81.97062683
777250,1629660,344.8270874,-90.07815032,-24.35417747
778450,1629660,339.144811,-90.21533608,-78.10620117
779650,1629660,334.2381846,-91.2599082,-63.96729279
780850,1629660,330.0568085,-92.03401442,-64.64225769
782050,1629660,332.4471232,-92.02262573,-78.37005615
783250,1629660,331.2979685,-92.01700497,-65.8456955
784450,1629660,330.3492737,-92.40700026,-38.19538498
785650,1629660,333.0554555,-92.71563869,-1.707210541
786850,1629660,332.2078908,-93.50952172,-3.527824402
788050,1629660,329.8495992,-93.96943703,-36.34666443
789250,1629660,328.7709351,-94.59141107,-73.07148743
790450,1629660,329.8850911,-95.04060717,-90.0071106
791650,1629660,332.504125,-95.07217069,-90.20285797
792850,1629660,331.9977824,-95.37556329,-87.35191345
794050,1629660,325.6880951,-95.93081207,-88.32836151
608050,1630860,663.620636,-89.22011299,-65.40824127
609250,1630860,644.6668599,-89.45858097,-67.14083862
610450,1630860,634.7544963,-89.39654293,-89.00272369
611650,1630860,627.5148926,-90.05504222,-82.86457825
612850,1630860,616.3215027,-90.28405061,-76.15084839
614050,1630860,606.0152893,-89.86164989,-61.85306549
615250,1630860,609.0698242,-88.91410608,-37.3781395
616450,1630860,610.2660624,-87.64137812,-49.21715546
617650,1630860,612.1663615,-85.70437126,-34.89690399
618850,1630860,606.9982096,-85.06564779,2.659326553
620050,1630860,597.3101196,-85.81473002,-18.09559822
621250,1630860,584.0884705,-85.30805373,36.26384735
622450,1630860,572.0033976,-84.45924902,14.24611282
623650,1630860,569.8650411,-83.88172622,1.653398514
624850,1630860,574.5986633,-82.4815742,67.05033112
626050,1630860,581.4001668,-80.56726627,104.3208389
627250,1630860,589.9185079,-79.66495237,-79.83820343
628450,1630860,596.6362305,-80.26648355,-66.99980164
629650,1630860,593.6344706,-82.02129831,-72.97414398
630850,1630860,586.6074626,-82.27338758,-74.63787842
632050,1630860,595.1789551,-83.38668509,-121.4710541
633250,1630860,600.3860779,-84.2869349,-113.8472672
634450,1630860,605.6739299,-84.0843421,-116.0053253
635650,1630860,609.0713806,-82.89210658,-95.97238159
636850,1630860,608.0401917,-81.77256122,-81.45071411
638050,1630860,613.6793518,-82.91312199,-68.64628601
639250,1630860,619.8782857,-85.44617577,-61.08628082
640450,1630860,630.2747701,-87.61409421,-57.71737671
641650,1630860,645.619283,-88.22536707,-54.64250946
642850,1630860,653.6643778,-88.07136626,-51.31180573
644050,1630860,652.7869263,-87.33284397,-36.49002075
645250,1630860,650.434672,-86.34229016,-29.31103134
646450,1630860,652.5319316,-85.39262605,-19.82447815
647650,1630860,660.5531209,-84.49830575,-28.3123951
648850,1630860,669.3167928,-84.03875947,-27.31847382
650050,1630860,673.265981,-83.99162612,-41.65148163
651250,1630860,681.5094503,-83.97940097,-33.98976898
652450,1630860,695.9709981,-83.84992499,-14.04467583
653650,1630860,699.0594686,-83.39951339,-19.35129356
654850,1630860,684.6594849,-82.56401334,-13.23940086
656050,1630860,670.9866333,-81.57977052,-27.78448868
657250,1630860,659.5843201,-80.73390336,-21.44815826
658450,1630860,649.911143,-80.05631323,-25.26490211
659650,1630860,643.5437317,-79.72615581,-36.06570435
660850,1630860,640.8517456,-79.08137898,-22.21920013
662050,1630860,634.857371,-78.53533611,5.238576889
663250,1630860,632.3900655,-78.36348729,-29.51101303
664450,1630860,627.889679,-77.95475044,-98.76397705
665650,1630860,619.0759786,-78.15965571,-75.0259552
666850,1630860,612.3655294,-78.04920111,-73.5389328
668050,1630860,605.0098775,-78.02641101,-60.67396545
669250,1630860,596.7119141,-77.8050355,-54.50306702
670450,1630860,591.2449443,-76.76931715,-59.4098053
671650,1630860,582.8050334,-76.16906009,-59.19168854
672850,1630860,578.7434489,-76.14342136,-67.30908203
674050,1630860,576.7009481,-75.73771763,-71.24942017
675250,1630860,566.805837,-74.97160006,-87.92150116
676450,1630860,561.0339966,-74.99406295,-88.38624573
677650,1630860,555.9572144,-74.78535714,-87.67610931
678850,1630860,558.4511414,-74.49711833,-70.73694611
680050,1630860,555.5304667,-74.59637012,-57.21731567
681250,1630860,557.7592468,-74.95264611,-51.45238495
682450,1630860,560.5598551,-75.52481956,-35.25214767
683650,1630860,569.3540243,-75.92962708,-22.59053802
684850,1630860,571.0334676,-76.25993629,-62.35730743
686050,1630860,635.5927022,-76.84202533,-51.68336487
687250,1630860,670.7930603,-76.68977108,-41.26041412
688450,1630860,647.5141093,-76.6360065,-29.73921013
689650,1630860,651.5653076,-76.56614923,-23.35551071
690850,1630860,668.9827474,-76.36029963,-16.60843468
692050,1630860,659.4051615,-76.02458358,-4.942907333
693250,1630860,609.2555135,-75.56833687,15.98817253
694450,1630860,576.6983846,-75.17009697,10.49424934
695650,1630860,564.1112366,-75.14372454,49.46368408
696850,1630860,556.865682,-76.0262238,64.70657349
698050,1630860,555.8284302,-75.58847303,22.2830143
699250,1630860,560.8251241,-74.94037018,-13.90499115
700450,1630860,562.5886739,-74.93158793,-0.52419281
701650,1630860,565.395874,-74.92580171,-2.08419323
702850,1630860,539.4862976,-74.88125443,-16.85859871
704050,1630860,524.1757304,-75.07752929,-32.37866592
705250,1630860,536.7336629,-75.17703586,-65.056427
706450,1630860,551.0760396,-74.96674376,-69.93351746
707650,1630860,539.9262797,-74.8181179,-80.35567474
708850,1630860,519.1520081,-74.75844474,-116.3957596
710050,1630860,507.735555,-74.97586594,-109.4135895
711250,1630860,499.7674917,-75.20719805,-79.27140808
712450,1630860,493.378245,-75.37710814,-108.5111923
713650,1630860,488.3820394,-75.91236486,-93.72550964
714850,1630860,482.6036174,-76.72650766,-94.05023956
716050,1630860,477.5662638,-77.37908683,-96.51557922
717250,1630860,473.9693705,-77.94845595,-83.64833069
718450,1630860,471.2835795,-77.96946712,-83.23361969
719650,1630860,464.6695251,-78.37138162,-78.86429596
720850,1630860,460.1926575,-78.72094097,-74.86306
722050,1630860,460.2845154,-79.16498032,-78.00623322
723250,1630860,462.6111755,-80.05974507,-99.04932404
724450,1630860,465.5646362,-80.80036688,-110.6763382
725650,1630860,472.4397329,-80.21069937,-104.2260056
726850,1630860,473.9861857,-80.40135245,-88.39020538
728050,1630860,473.2977397,-79.98362651,-92.8892746
729250,1630860,469.3453166,-79.76234961,-68.07847595
730450,1630860,470.217275,-79.53116164,-57.51998901
731650,1630860,473.6950073,-79.02981143,-67.8887558
732850,1630860,473.793279,-78.26174097,-29.96539307
734050,1630860,475.979894,-77.78007841,-44.05555725
735250,1630860,479.9204865,-76.66296854,-34.19710541
736450,1630860,485.0099843,-76.0482831,-26.22527885
737650,1630860,490.7913106,-75.90411396,-67.21717072
738850,1630860,495.3461558,-74.6874846,-81.58812714
740050,1630860,489.7318319,-73.33478179,-85.19884491
741250,1630860,481.2077993,-72.5067997,-108.6542969
742450,1630860,473.8651021,-73.38058581,-76.9059906
743650,1630860,467.5072734,-73.44310374,-54.41161346
744850,1630860,455.0605214,-73.97298708,-29.16052628
746050,1630860,441.7029419,-74.25853729,16.43180275
747250,1630860,440.2657827,-74.83948917,21.23594475
748450,1630860,449.1841888,-76.83645191,3.72369194
749650,1630860,458.2226206,-78.80729365,11.13439369
750850,1630860,470.0830231,-80.35609546,23.26337624
752050,1630860,477.5824534,-80.67350678,95.74859619
753250,1630860,473.7349904,-80.65211334,53.36287689
754450,1630860,467.605189,-81.14384279,-9.344572067
755650,1630860,462.1420542,-83.05123844,-31.09333801
756850,1630860,455.5289154,-84.044068,-46.45973587
758050,1630860,447.8816732,-85.38956051,-33.80214691
759250,1630860,438.387029,-86.22826581,-59.82743835
760450,1630860,428.7806396,-87.58203106,-64.62949371
761650,1630860,418.4740194,-87.86282167,-75.84311676
762850,1630860,416.5629476,-86.13627295,-70.20088959
764050,1630860,408.7071889,-85.91907859,-22.84579277
765250,1630860,396.8849436,-87.04720941,-61.00492859
766450,1630860,390.6241964,-86.9894608,-66.66347504
767650,1630860,383.0582428,-87.40938821,-76.85379028
768850,1630860,377.2832947,-87.46733956,-77.06243134
770050,1630860,375.1319529,-87.50510316,-70.07709503
771250,1630860,371.7006887,-87.88601561,-59.01431274
772450,1630860,369.7658997,-88.58727946,-56.52245331
773650,1630860,368.7280375,-89.95931921,-67.02733612
774850,1630860,359.8631592,-90.06809864,-96.33000946
776050,1630860,350.26946,-89.60576038,-119.7811279
777250,1630860,343.3409983,-89.87920737,-134.9762726
778450,1630860,341.1115417,-90.20373306,-145.8675995
779650,1630860,336.6617432,-91.2651309,-115.8333511
780850,1630860,328.8067729,-92.00161681,-76.88455963
782050,1630860,328.4679057,-92.09852271,-61.97078705
783250,1630860,326.7165527,-92.45785956,7.169019699
784450,1630860,328.1920013,-93.10182829,56.18540192
785650,1630860,329.970698,-93.13444948,3.263238907
786850,1630860,326.2160034,-93.64387774,-44.19665146
788050,1630860,324.6195831,-94.42644062,-48.4171524
789250,1630860,323.1260834,-94.93288651,-60.42793274
790450,1630860,325.0202688,-95.59107456,-103.0942078
791650,1630860,326.5147146,-96.16418438,-85.4355011
792850,1630860,328.7198029,-96.55411239,-43.28492737
794050,1630860,331.1793416,-96.85137286,-43.32189941
608050,1632060,637.68691,-89.39163556,-76.49887848
609250,1632060,624.4436137,-90.35744352,-68.32311249
610450,1632060,618.3280436,-89.36959648,-70.54476166
611650,1632060,614.0304362,-90.02026591,-74.87297821
612850,1632060,607.3585714,-89.7738884,-60.74446869
614050,1632060,600.7728068,-88.97970557,-38.57865906
615250,1632060,600.0837097,-87.81256976,-40.60161591
616450,1632060,598.9302165,-87.04467311,-35.87890625
617650,1632060,603.2715963,-85.70197153,-13.90247822
618850,1632060,603.3500366,-84.56622,-19.49754524
620050,1632060,595.655009,-84.91926899,-36.376297
621250,1632060,586.6593221,-83.84246078,-87.65048981
622450,1632060,576.61262,-82.83959618,-113.4664307
623650,1632060,567.1128947,-82.52886252,-70.04759216
624850,1632060,570.4948629,-82.20546632,72.64598083
626050,1632060,583.3428752,-82.45746012,252.1139526
627250,1632060,589.9036458,-81.80612812,-118.5590973
628450,1632060,590.1758321,-81.65236731,-109.2089767
629650,1632060,584.4743144,-82.34774823,-91.66555786
630850,1632060,582.9179484,-82.33846192,-53.51408386
632050,1632060,591.1431173,-84.15179195,-140.4562836
633250,1632060,597.7616984,-85.53357716,-122.0972519
634450,1632060,606.123525,-84.91542859,-102.173912
635650,1632060,608.0402832,-83.90599566,-89.27046967
636850,1632060,604.3465678,-82.88671708,-82.5957489
638050,1632060,607.7449443,-83.88856411,-78.58360291
639250,1632060,615.9507751,-86.27857075,-77.59883118
640450,1632060,635.4718221,-88.38474417,-73.9721756
641650,1632060,648.4674174,-88.80942855,-64.23204803
642850,1632060,643.0617065,-87.85681982,-48.96861267
644050,1632060,642.0212199,-87.04324269,-40.21363068
645250,1632060,642.9007467,-86.12324634,-21.55605888
646450,1632060,645.8782654,-85.1372149,-4.955657005
647650,1632060,652.7679749,-84.16287017,-7.042060852
648850,1632060,661.4734294,-83.96865172,13.1124897
650050,1632060,669.4473267,-83.97711153,18.44603539
651250,1632060,679.5464478,-83.94529424,-15.8710413
652450,1632060,691.9757996,-83.99541774,-25.74402809
653650,1632060,693.066569,-83.66331577,-27.34496307
654850,1632060,679.2444865,-82.92345915,-32.7384491
656050,1632060,664.8705037,-81.88554482,-31.67056847
657250,1632060,656.2376404,-80.82690072,-27.39964294
658450,1632060,651.3688761,-80.14962392,-23.88498306
659650,1632060,651.4506226,-79.82886372,-11.89523506
660850,1632060,644.7117818,-79.47181911,-48.06827545
662050,1632060,641.2696431,-79.21905365,-63.28150177
663250,1632060,641.3622437,-78.9243474,-158.1265106
664450,1632060,632.6805115,-79.08804731,-109.3181992
665650,1632060,623.869517,-78.57404408,-106.4699402
666850,1632060,612.445282,-77.98765116,-103.1783142
668050,1632060,600.7446493,-77.95492697,-79.6672821
669250,1632060,593.2068787,-77.98924351,-101.971611
670450,1632060,585.1548767,-77.41915898,-107.208786
671650,1632060,577.1828206,-77.02679186,-111.855484
672850,1632060,571.420461,-76.27392468,-79.40458679
674050,1632060,566.4637349,-75.64078107,-67.87094879
675250,1632060,560.1676432,-74.98494291,-77.53475189
676450,1632060,555.95637,-75.00693479,-52.2501297
677650,1632060,552.0658671,-74.64520273,-38.13069153
678850,1632060,555.2891337,-74.96059346,-50.01837921
680050,1632060,548.5820719,-74.93154302,-43.70518875
681250,1632060,544.6217041,-75.54477048,-14.1011076
682450,1632060,551.1842855,-76.0184979,3.186389923
683650,1632060,564.0020549,-76.55406566,0.770717621
684850,1632060,554.0507406,-76.92850122,11.99041939
686050,1632060,559.8186544,-77.07763324,6.520143509
687250,1632060,566.0569153,-76.96622105,-8.379880905
688450,1632060,572.839915,-77.16169763,-6.588141441
689650,1632060,592.429657,-77.12068243,0.611312866
690850,1632060,630.6401367,-76.83102984,-18.40173912
692050,1632060,620.0029093,-76.51217561,-15.60656357
693250,1632060,582.0263265,-76.17818227,15.6234417
694450,1632060,562.9270426,-76.09175816,63.51810455
695650,1632060,561.0990499,-75.87684603,60.74134827
696850,1632060,551.4385071,-76.08481121,57.83034515
698050,1632060,544.6646118,-76.03779888,44.18068695
699250,1632060,545.4697774,-75.84969316,39.36392212
700450,1632060,546.4659729,-75.62841926,-5.798973083
701650,1632060,542.2717896,-75.52442365,-10.70879078
702850,1632060,523.4596354,-75.14547787,-39.69917297
704050,1632060,519.4695638,-75.55452275,-49.86713409
705250,1632060,537.1341146,-75.46658692,-72.49048615
706450,1632060,549.5878805,-75.15831866,-97.81797028
707650,1632060,534.8982035,-74.96671395,-134.1239319
708850,1632060,518.5521342,-74.89503736,-111.5013351
710050,1632060,510.1010183,-74.93015714,-98.78138733
711250,1632060,502.9701538,-75.76160607,-105.3431091
712450,1632060,495.9047394,-76.21854768,-71.99302673
713650,1632060,487.7295024,-76.69542885,-66.92894745
714850,1632060,481.6921234,-77.15959115,-79.96901703
716050,1632060,475.9530182,-77.75602536,-76.60274506
717250,1632060,473.5002289,-77.99203134,-91.61901093
718450,1632060,469.8383026,-78.1310545,-123.0798187
719650,1632060,463.2610626,-78.93333607,-126.8980942
720850,1632060,459.2050069,-79.40151424,-127.2903214
722050,1632060,458.6532694,-79.3802465,-107.5448837
723250,1632060,458.5342204,-80.24933844,-77.05840302
724450,1632060,461.3680013,-81.00131464,-79.87213135
725650,1632060,466.8918254,-80.56347189,-106.6936874
726850,1632060,467.7645721,-80.17306461,-113.8269043
728050,1632060,469.7931773,-80.09065471,-99.84809875
729250,1632060,466.7890422,-79.17409911,-86.60408783
730450,1632060,465.8167521,-78.9343708,-32.30948639
731650,1632060,469.7749176,-78.3224844,18.24506569
732850,1632060,475.6313121,-77.3427784,-35.99248505
734050,1632060,480.8942261,-76.55862536,-52.10290527
735250,1632060,485.8941243,-75.86109695,-66.66143036
