X,Y,Topography,Grav,Mag
635650,1582860,715.4774679,-91.93504734,-14.39508915
636850,1582860,709.3288981,-92.18892035,-11.09349728
638050,1582860,705.3159485,-93.24063883,-23.69305038
639250,1582860,703.992981,-96.04243436,-28.7545681
640450,1582860,705.6106364,-96.23450174,-24.13638496
641650,1582860,703.2388509,-94.54103699,-21.41218948
642850,1582860,696.350179,-91.70229301,-16.42999649
644050,1582860,685.09729,-86.57006497,-6.930925369
645250,1582860,681.3314107,-77.16694498,-12.141716
646450,1582860,690.7631022,-67.90105314,-17.09596252
647650,1582860,716.3473511,-60.05765505,-17.20949745
648850,1582860,749.4606018,-58.08968558,-29.97194481
650050,1582860,796.2846985,-59.16148055,-15.5977335
651250,1582860,767.1609497,-61.57352588,-7.840668678
652450,1582860,735.3035889,-62.95695789,-2.101941109
653650,1582860,728.0904439,-60.44953377,-6.404127121
654850,1582860,712.0918376,-59.59903288,-10.48539543
656050,1582860,696.4008687,-61.54412832,1.828216553
657250,1582860,684.5529683,-64.71300364,3.231750488
658450,1582860,682.2336731,-65.1885088,3.563358307
659650,1582860,677.5547078,-65.64813643,4.834909439
660850,1582860,676.339325,-65.21410594,-2.360060692
662050,1582860,678.1024475,-67.94639111,4.733400345
663250,1582860,675.3062642,-71.2174542,1.648813248
664450,1582860,657.4971517,-74.11050978,5.177274704
665650,1582860,641.3630778,-77.60066028,-1.518163681
666850,1582860,630.9316711,-79.831322,-0.288360596
668050,1582860,621.5734762,-81.20857487,7.114940643
669250,1582860,617.3650513,-83.2906352,11.93335342
670450,1582860,616.1942952,-84.16248422,12.44526291
671650,1582860,611.0762533,-83.67309117,13.79690742
672850,1582860,602.0359192,-83.73483787,10.67742729
674050,1582860,596.5836995,-84.76502986,25.78297997
675250,1582860,594.7000936,-85.1005342,29.6165638
